x,y,target
207.80059018517235,206.58141881348817,0
190.04046145903703,221.56876585202497,0
199.86006329507737,228.67658670126457,0
208.87663328010763,212.7247575657287,0
208.16550945697887,235.55603589662707,0
218.95572881873082,239.76046466023382,0
215.17358943102028,202.70710941874128,0
229.13837692288877,221.497702826473,0
236.9583899966915,224.40431747303074,0
251.39614841811294,240.47369141726196,0
239.83800645972127,232.68804632446108,0
253.14827565521827,221.30311544881155,0
245.40593595628124,220.28987838844188,0
226.77105751628574,236.5742622833831,0
249.54352618296215,241.49506191282862,0
237.83006655870764,222.8380950100435,0
228.85936855011835,251.65560860470822,0
240.47001024880905,243.28070833514508,0
243.64554243922558,233.72373300388543,0
264.7570490983143,270.8693786717767,0
261.2769161614986,263.1557806605258,0
255.83401664101393,242.93649196954343,0
242.55583825593908,251.31047587070765,0
253.95113917807308,249.69274494196387,0
221.64718714216212,249.89735239700153,0
237.84505521214564,249.19461357676332,0
252.4753657390053,276.36578404217937,0
244.44665404889992,267.0006814549223,0
220.95683291749395,278.9739671693441,0
215.39234244477385,252.793810567686,0
229.75278558164726,257.45417813185264,0
220.91372445214387,262.0706326145507,0
249.8216843453863,273.7860951016319,0
231.80954723010214,257.23504213729467,0
225.10165542424326,252.8850241378518,0
227.52111238312344,246.22088275413552,0
198.23081154509185,262.19478937663064,0
210.2352647515073,248.2893201928432,0
215.07427254686064,273.84450905965053,0
194.7040731063735,247.620330906574,0
198.44058993080085,266.039830522598,0
174.4386411605451,269.9736945101678,0
171.52569183388715,264.70129357497717,0
198.29337731770326,249.9587829601685,0
549.7205543328786,235.3556519154943,1
555.025522778613,234.61967268076918,1
519.4364497277537,257.86670084356194,1
527.8507567456965,261.2069236283752,1
512.7037678053496,231.38600019578715,1
512.1025818664559,241.22437905661508,1
488.3071728554341,237.17608393621646,1
493.97425195346864,229.65459062566836,1
481.44526218338643,256.75505922400725,1
485.8835945830766,214.1388875535309,1
446.8382165053952,220.51431916002088,1
455.9330884418858,223.7410272519302,1
454.83724488382296,236.92971226513055,1
452.6261892406401,231.42983860620842,1
422.5880618904824,195.931957073298,1
442.1056087152412,225.64532335480567,1
414.18412986071274,207.99715365477013,1
434.71836325681596,199.80020647799617,1
421.64631266153975,187.98331606096755,1
419.6840200307848,172.52394102980222,1
403.60432632204504,164.06727441841437,1
420.57167260265544,186.9122889135624,1
401.5846076813287,186.59406654906905,1
386.39480131079017,151.31659792557252,1
411.3249497891349,171.48509658023997,1
386.63568672409474,130.2819986911369,1
407.8302477589852,138.11330115713736,1
386.1524117614317,116.33462820376519,1
380.8058635386666,109.55391631404154,1
400.461761871882,95.00288955111284,1
411.9560211013112,112.55221255715361,1
412.73727191456067,119.81684588596119,1
420.3014072335681,98.68268829497225,1
429.622236583687,72.14828236151897,1
438.60398667760444,64.05985597616734,1
452.51259090538383,57.458653436253826,1
461.68892829665214,69.67442928410054,1
494.0444536063434,66.86990584592468,1
496.7491123349927,58.23403823978737,1
483.5233342885274,51.041354998095414,1
512.7607300626744,59.696372509303785,1
485.86270798855503,71.44808153568158,1
502.5333156340987,39.75204920102874,1
518.2405399296935,50.286610379635704,1
514.5217831769606,44.04694069827525,1
542.8409342882784,68.33119154128747,1
541.0982259338247,61.419707877431335,1
540.7280066302189,50.74317272898156,1
553.5283805724071,39.899173167047024,1
546.2931850649961,44.55788291414609,1
580.7625171931239,79.26973355293632,1
587.2123606553488,47.66434405357694,1
581.0223775748965,84.05310934059423,1
587.5030619102205,70.59637575899973,1
594.4985186322698,64.95379984412352,1
578.5361702431061,106.63894341055556,1
590.3387541379496,101.05393218866806,1
595.3618018007363,89.55034760292443,1
609.6426019738221,116.18513832761323,1
606.4198429680258,112.08594354304864,1
612.6946070802402,104.4598910400473,1
579.7237927722069,119.41165752284877,1
608.8111367350598,137.64357023185187,1
579.099941279333,146.7150217715596,1
584.0743185800715,141.4115433620084,1
603.1958267951773,160.08551937311037,1
589.1063456566553,137.19680735379222,1
575.8523367148848,151.40983664235364,1
588.3592000498759,146.40890253799387,1
585.9508497881603,154.39480477605983,1
584.2181978896277,178.88046193887794,1
563.0299910538675,162.4810697149448,1
568.1600338635585,165.9702605365713,1
587.8391888890067,197.5140810253188,1
567.4673635147641,200.62085364129584,1
561.2981045799769,183.22491552558012,1
585.2414181242362,208.93402603579332,1
552.1234314610709,203.7623555997228,1
552.0963952158569,202.71807247226607,1
541.0764371135912,205.2367539389182,1
576.9443857314404,191.71976663240284,1
542.9036936893029,191.55819406922888,1
560.7973776710211,192.7362936222421,1
545.3564144317303,195.8107182008889,1
556.2791473758531,208.176119591323,1
549.464877586568,214.57257174309592,1
526.7330743787684,206.8827400342281,1
551.347403126434,222.91852558126007,1
549.1302253694201,215.26924363447642,1
528.0452395043105,205.846367231899,1
531.0123944539374,208.7166070664943,1
532.4261198573512,207.33073391383104,1
511.567745905963,195.35949427678506,1
482.8633962412501,191.37378815343436,1
487.0403685585478,198.94159582757632,1
465.54942217681776,198.07953999006443,1
483.1973177336907,173.71926746322686,1
465.53924775318353,169.47951633432479,1
448.5806031754229,182.98199677997314,1
434.1661965893532,156.00782412306606,1
466.7616853531677,171.24965787256886,1
432.9616922661528,161.2522226994069,1
425.0514613371273,179.35463564563625,1
428.44881780676025,168.47191905093507,1
423.5504881309396,167.86366576436828,1
441.92597209649733,162.0180166551645,1
433.53604948617647,126.59973550095759,1
413.3737934571528,132.63984357484293,1
404.56803768505586,144.35438403257297,1
425.1803397230838,142.9677261000657,1
421.6584245633586,138.92166426762952,1
406.2793664599686,131.49914785047991,1
408.1744452732422,99.81304377875449,1
419.62970426179663,128.8825523283357,1
421.70131984268363,121.5983270359414,1
397.9735692397219,88.99080515341586,1
428.94445338561815,88.43737094219847,1
421.28406673456254,82.78402262501385,1
433.203984876681,93.95079613895012,1
430.23361872208164,79.32860477992716,1
438.05866955605603,71.63169402078518,1
451.78501756224216,90.22137812230636,1
425.2686792369095,65.58567780225707,1
443.81554596605076,95.61887513105927,1
430.664764193419,96.30667047042033,1
443.4157484572387,95.84203795879228,1
468.30113349176844,82.27344731574016,1
449.95451256230933,57.092246095847884,1
484.3110910265757,87.06214850613668,1
450.7291707438122,66.48259702758628,1
470.49048803306977,54.918695085466936,1
459.6341939739012,72.97089036131763,1
467.6714933187402,68.86872008413769,1
494.5670909482221,55.2340560323446,1
483.58278696521506,83.27121109035534,1
475.0830102090384,61.51879871663584,1
477.9614656640026,70.03992533395956,1
481.5278568942718,49.47381860450548,1
496.5511863369799,50.140251755686506,1
511.62008524447526,55.67538074509304,1
500.0190001252433,80.78820159597859,1
511.8577644483495,68.17178792624003,1
504.7415677018482,55.59906119738076,1
502.13740483701025,84.2369401367182,1
506.5938200602363,87.36723506488568,1
524.7367898570386,75.45654185009244,1
510.66292511620793,71.2447125347764,1
508.47579457133224,76.38576254476692,1
516.3864585187664,77.43618565369093,1
523.6487210326947,115.55197837837233,1
509.3869254118783,107.31376078187986,1
550.1615662844702,119.96948186757186,1
535.8051298476246,123.94402785522573,1
542.3243518496796,115.67715032313049,1
547.008224713648,112.04751995490096,1
523.6447313787605,105.34567981902819,1
556.9953436898514,111.54499996805629,1
529.2412150581941,137.35350713526157,1
549.748924198599,142.66723844314953,1
564.6818378776011,119.71197821572349,1
567.2441282174485,126.16900595553216,1
567.4971288771309,151.7451995596493,1
565.7859640358092,150.5679628410184,1
542.3585811632287,165.56027191388702,1
565.0160695941335,169.78752420201417,1
537.6850780015995,140.90940077530365,1
550.9768951533928,166.0853048693098,1
532.2609968374502,151.4862516995103,1
547.9960790998739,174.36398264343998,1
540.1969698972928,164.68522351070567,1
532.7278235313181,180.40881568329164,1
530.9177742369843,164.6040368937444,1
537.0588837035879,166.03867465136614,1
547.0297919961973,177.16204954959173,1
536.5326981163297,165.32948513303154,1
518.5654022371968,183.55633513546834,1
546.4118704044486,156.0390295437453,1
537.7239718751861,158.73611892976106,1
537.5587060322931,176.6948676433914,1
494.0573683034934,163.2331539199347,1
521.7618062205476,144.56774219455193,1
520.9414389695418,147.44123174993732,1
501.30631828549093,170.68409858279227,1
489.17741899370026,156.08047217212942,1
495.8267453653962,163.46441119460536,1
496.7588932589,156.88275227954657,1
503.82333802281954,154.81246174447475,1
473.9663669699162,154.6607529973989,1
500.48483870026075,135.21300932528123,1
475.79055388274014,142.06741842276034,1
475.51271191983943,135.09215054225325,1
468.10807890478077,123.39503638795867,1
496.43649429202003,124.35769243402166,1
474.8025353268262,125.53775486183804,1
494.2808732966913,121.89349422467359,1
488.58217854498525,111.40742451722804,1
456.21458536268443,121.83230200844969,1
487.5653121600263,125.54377418836634,1
487.4009626223059,107.19618897388443,1
462.7253548770809,136.75042841331253,1
460.31591152702333,102.46210264280091,1
489.1348009815355,100.80435704324549,1
477.4903341087919,120.68218090660827,1
459.7843070850157,133.13704436332807,1
476.4907537480622,119.86602601257425,1
465.1899764631018,94.8676277734321,1
493.65216154745167,92.53734081879753,1
486.41137830981785,122.01996723469296,1
469.89207910595564,126.29305148956115,1
485.0127110472936,98.0112283792464,1
481.39052918754925,98.33802476986062,1
489.74078702593147,127.14974538393272,1
502.85245995584825,116.35063461773075,1
500.5463029398044,124.9933558597333,1
